GM_TYPE=Unknown Line Type
DESCRIPTION=PathProfile
591457.258,2871236.783
591457.266,2871236.742
591457.274,2871236.701
591457.283,2871236.660
591457.291,2871236.619
591457.300,2871236.579
591457.308,2871236.538
591457.316,2871236.497
591457.325,2871236.456
591457.333,2871236.415
591457.342,2871236.374
591457.350,2871236.333
591457.358,2871236.292
591457.367,2871236.252
591457.375,2871236.211
591457.384,2871236.170
591457.392,2871236.129
591457.400,2871236.088
591457.409,2871236.047
591457.417,2871236.006
591457.426,2871235.965
591457.434,2871235.925
591457.442,2871235.884
591457.451,2871235.843
591457.459,2871235.802
591457.468,2871235.761
591457.476,2871235.720
591457.484,2871235.679
591457.493,2871235.638
591457.501,2871235.598
591457.509,2871235.557
591457.518,2871235.516
591457.526,2871235.475
591457.535,2871235.434
591457.543,2871235.393
591457.551,2871235.352
591457.560,2871235.311
591457.568,2871235.271
591457.577,2871235.230
591457.585,2871235.189
591457.593,2871235.148
591457.602,2871235.107
591457.610,2871235.066
591457.619,2871235.025
591457.627,2871234.984
591457.635,2871234.944
591457.644,2871234.903
591457.652,2871234.862
591457.661,2871234.821
591457.669,2871234.780
591457.677,2871234.739
591457.686,2871234.698
591457.694,2871234.657
591457.703,2871234.617
591457.711,2871234.576
591457.719,2871234.535
591457.728,2871234.494
591457.736,2871234.453
591457.745,2871234.412
591457.753,2871234.371
591457.761,2871234.330
591457.770,2871234.290
591457.778,2871234.249
591457.786,2871234.208
591457.795,2871234.167
591457.803,2871234.126
591457.812,2871234.085
591457.820,2871234.044
591457.828,2871234.003
591457.837,2871233.963
591457.845,2871233.922
591457.854,2871233.881
591457.862,2871233.840
591457.870,2871233.799
591457.879,2871233.758
591457.887,2871233.717
591457.896,2871233.676
591457.904,2871233.636
591457.912,2871233.595
591457.921,2871233.554
591457.929,2871233.513
591457.938,2871233.472
591457.946,2871233.431
591457.954,2871233.390
591457.963,2871233.349
591457.971,2871233.309
591457.980,2871233.268
591457.988,2871233.227
591457.996,2871233.186
591458.005,2871233.145
591458.013,2871233.104
591458.022,2871233.063
591458.030,2871233.022
591458.038,2871232.981
591458.047,2871232.941
591458.055,2871232.900
591458.064,2871232.859
591458.072,2871232.818
591458.080,2871232.777
591458.089,2871232.736
591458.097,2871232.695
591458.105,2871232.654
591458.114,2871232.614
591458.122,2871232.573
591458.131,2871232.532
591458.139,2871232.491
591458.147,2871232.450
591458.156,2871232.409
591458.164,2871232.368
591458.173,2871232.327
591458.181,2871232.287
591458.189,2871232.246
591458.198,2871232.205
591458.206,2871232.164
591458.215,2871232.123
591458.223,2871232.082
591458.231,2871232.041
591458.240,2871232.000
591458.248,2871231.960
591458.257,2871231.919
591458.265,2871231.878
591458.273,2871231.837
591458.282,2871231.796
591458.290,2871231.755
591458.299,2871231.714
591458.307,2871231.673
591458.315,2871231.633
591458.324,2871231.592
591458.332,2871231.551
591458.341,2871231.510
591458.349,2871231.469
591458.357,2871231.428
591458.366,2871231.387
591458.374,2871231.346
591458.382,2871231.306
591458.391,2871231.265
591458.399,2871231.224
591458.408,2871231.183
591458.416,2871231.142
591458.424,2871231.101
591458.433,2871231.060
591458.441,2871231.019
591458.450,2871230.979
591458.458,2871230.938
591458.466,2871230.897
591458.475,2871230.856
591458.483,2871230.815
591458.492,2871230.774
591458.500,2871230.733
591458.508,2871230.692
591458.517,2871230.652
591458.525,2871230.611
591458.534,2871230.570
591458.542,2871230.529
591458.550,2871230.488
591458.559,2871230.447
591458.567,2871230.406
591458.576,2871230.365
591458.584,2871230.325
591458.592,2871230.284
591458.601,2871230.243
591458.609,2871230.202
591458.618,2871230.161
591458.626,2871230.120
591458.634,2871230.079
591458.643,2871230.038
591458.651,2871229.998
591458.659,2871229.957
591458.668,2871229.916
591458.676,2871229.875
591458.685,2871229.834
591458.693,2871229.793
591458.701,2871229.752
591458.710,2871229.711
591458.718,2871229.671
591458.727,2871229.630
591458.735,2871229.589
591458.743,2871229.548
591458.752,2871229.507
591458.760,2871229.466
591458.769,2871229.425
591458.777,2871229.384
591458.785,2871229.344
591458.794,2871229.303
591458.802,2871229.262
591458.811,2871229.221
591458.819,2871229.180
591458.827,2871229.139
591458.836,2871229.098
591458.844,2871229.057
591458.853,2871229.017
591458.861,2871228.976
591458.869,2871228.935
591458.878,2871228.894
591458.886,2871228.853
591458.895,2871228.812
591458.903,2871228.771
591458.911,2871228.730
591458.920,2871228.690
591458.928,2871228.649
591458.937,2871228.608
591458.945,2871228.567
591458.953,2871228.526
591458.962,2871228.485
591458.970,2871228.444
591458.978,2871228.403
591458.987,2871228.363
591458.995,2871228.322
591459.004,2871228.281
591459.012,2871228.240
591459.020,2871228.199
